result	Gene	location	phenotype	inheritance
SUCCESS	DLST	14q24.3	Pheochromocytoma/paraganglioma syndrome 7	AD
SUCCESS	DLX3	17q21.33	Amelogenesis imperfecta, type IV|Trichodontoosseous syndrome	AD|AD
SUCCESS	DLX4	17q21.33	?Orofacial cleft 15	AD
SUCCESS	DLX5	7q21.3	?Split-hand/foot malformation 1 with sensorineural hearing loss|Split-hand/foot malformation 1	AR|AD
ERROR	DLX6			
ERROR	DMBT1			
ERROR	DMC1			
SUCCESS	DMD	Xp21.2-p21.1	Becker muscular dystrophy|Cardiomyopathy, dilated, 3B|Duchenne muscular dystrophy	XLR|XL|XLR
SUCCESS	DMP1	4q22.1	Hypophosphatemic rickets, AR	AR
SUCCESS	DMPK	19q13.32	Myotonic dystrophy 1	AD
ERROR	DMRT1			
ERROR	DMRT3			
SUCCESS	DMXL2	15q21.2	?Deafness, autosomal dominant 71|?Polyendocrine-polyneuropathy syndrome|Developmental and epileptic encephalopathy 81	AD|AR|AR
SUCCESS	DNA2	10q21.3	Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 6|Rothmund-Thomson syndrome, type 4|Seckel syndrome 8	AD|AR|AR
SUCCESS	DNAAF1	16q24.1	Ciliary dyskinesia, primary, 13	AR
SUCCESS	DNAAF11	8q24.22	Ciliary dyskinesia, primary, 19	AR
SUCCESS	DNAAF2	14q21.3	Ciliary dyskinesia, primary, 10	AR
SUCCESS	DNAAF3	19q13.42	Ciliary dyskinesia, primary, 2	AR
SUCCESS	DNAAF4	15q21.3	{Dyslexia, susceptibility to, 1}|Ciliary dyskinesia, primary, 25	AD|AR
SUCCESS	DNAAF5	7p22.3	Ciliary dyskinesia, primary, 18	AR
SUCCESS	DNAAF6	Xq22.3	Ciliary dyskinesia, primary, 36, X-linked	XLR
SUCCESS	DNAH1	3p21.1	Ciliary dyskinesia, primary, 37|Spermatogenic failure 18	AR|AR
SUCCESS	DNAH11	7p15.3	Ciliary dyskinesia, primary, 7, with or without situs inversus	AR
SUCCESS	DNAH5	5p15.2	Ciliary dyskinesia, primary, 3, with or without situs inversus	AR
SUCCESS	DNAH9	17p12	Ciliary dyskinesia, primary, 40	AR
SUCCESS	DNAI1	9p13.3	Ciliary dyskinesia, primary, 1, with or without situs inversus	AR
SUCCESS	DNAI2	17q25.1	Ciliary dyskinesia, primary, 9, with or without situs inversus	AR
SUCCESS	DNAJB11	3q27.3	Polycystic kidney disease 6 with or without polycystic liver disease	AD
SUCCESS	DNAJB13	11q13.4	Ciliary dyskinesia, primary, 34	AR
SUCCESS	DNAJB2	2q35	Neuronopathy, distal hereditary motor, autosomal recessive 5	AR
SUCCESS	DNAJB6	7q36.3	Muscular dystrophy, limb-girdle, autosomal dominant 1	AD
SUCCESS	DNAJC12	10q21.3	Hyperphenylalaninemia, mild, non-BH4-deficient	AR
ERROR	DNAJC13			
SUCCESS	DNAJC19	3q26.33	3-methylglutaconic aciduria, type V	AR
SUCCESS	DNAJC21	5p13.2	Bone marrow failure syndrome 3	AR
SUCCESS	DNAJC3	13q32.1	Ataxia, combined cerebellar and peripheral, with hearing loss and diabetes mellitus	AR
SUCCESS	DNAJC30	7q11.23	Leber-like hereditary optic neuropathy, autosomal recessive 1	AR
SUCCESS	DNAJC5	20q13.33	Ceroid lipofuscinosis, neuronal, 4 (Kufs type), autosomal dominant	AD
SUCCESS	DNAJC6	1p31.3	Parkinson disease 19a, juvenile-onset|Parkinson disease 19b, early-onset	AR|AR
SUCCESS	DNAL1	14q24.3	Ciliary dyskinesia, primary, 16	AR
SUCCESS	DNAL4	22q13.1	?Mirror movements 3	AR
SUCCESS	DNASE1	16p13.3	{Systemic lupus erythematosus, susceptibility to}	AD
SUCCESS	DNASE1L3	3p14.3	Systemic lupus erythematosus 16	AR
SUCCESS	DNASE2	19p13.13	Autoinflammatory-pancytopenia syndrome	AR
SUCCESS	DNM1	9q34.11	Developmental and epileptic encephalopathy 31A, autosomal dominant|Developmental and epileptic encephalopathy 31B, autosomal recessive	AD|AR
SUCCESS	DNM1L	12p11.21	Encephalopathy, lethal, due to defective mitochondrial peroxisomal fission 1|Optic atrophy 5	AD, AR|AD
SUCCESS	DNM2	19p13.2	Centronuclear myopathy 1|Charcot-Marie-Tooth disease, axonal type 2M|Charcot-Marie-Tooth disease, dominant intermediate B|Lethal congenital contracture syndrome 5	AD|AD|AD|AR
SUCCESS	DNMBP	10q24.2	Cataract 48	AR
SUCCESS	DNMT1	19p13.2	Cerebellar ataxia, deafness, and narcolepsy, autosomal dominant|Neuropathy, hereditary sensory, type IE	AD|AD
SUCCESS	DNMT3A	2p23.3	Acute myeloid leukemia, somatic|Heyn-Sproul-Jackson syndrome|Tatton-Brown-Rahman syndrome	.|AD|AD
SUCCESS	DNMT3B	20q11.21	Facioscapulohumeral muscular dystrophy 4, digenic|Immunodeficiency-centromeric instability-facial anomalies syndrome 1	DD|AR
SUCCESS	DOCK2	5q35.1	Immunodeficiency 40	AR
SUCCESS	DOCK3	3p21.2	Neurodevelopmental disorder with impaired intellectual development, hypotonia, and ataxia	AR
SUCCESS	DOCK6	19p13.2	Adams-Oliver syndrome 2	AR
SUCCESS	DOCK7	1p31.3	Developmental and epileptic encephalopathy 23	AR
SUCCESS	DOCK8	9p24.3	Hyper-IgE syndrome 2, autosomal recessive, with recurrent infections	AR
SUCCESS	DOHH	19p13.3	Neurodevelopmental disorder with microcephaly, cerebral atrophy, and visual impairment	AR
SUCCESS	DOK7	4p16.3	Fetal akinesia deformation sequence 3|Myasthenic syndrome, congenital, 10	AR|AR
SUCCESS	DOLK	9q34.11	Congenital disorder of glycosylation, type Im	AR
SUCCESS	DONSON	21q22.11	Microcephaly-micromelia syndrome|Microcephaly, short stature, and limb abnormalities	AR|AR
SUCCESS	DPAGT1	11q23.3	Congenital disorder of glycosylation, type Ij|Myasthenic syndrome, congenital, 13, with tubular aggregates	AR|AR
SUCCESS	DPF2	11q13.1	Coffin-Siris syndrome 7	AD
SUCCESS	DPH1	17p13.3	Developmental delay with short stature, dysmorphic facial features, and sparse hair	AR
SUCCESS	DPH2	1p34.1	Developmental delay with short stature, dysmorphic facial features, and sparse hair 2	AR
SUCCESS	DPH5	1p21.2	Neurodevelopmental disorder with short stature, prominent forehead, and feeding difficulties	AR
SUCCESS	DPM1	20q13.13	Congenital disorder of glycosylation, type Ie	AR
SUCCESS	DPM2	9q34.11	Congenital disorder of glycosylation, type Iu	AR
SUCCESS	DPM3	1q22	?Muscular dystrophy-dystroglycanopathy (congenital with impaired intellectual development), type B, 15|Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 15	AR|AR
SUCCESS	DPP6	7q36.2	{Ventricular fibrillation, paroxysmal familial, 2}|Intellectual developmental disorder, autosomal dominant 33	AD|AD
SUCCESS	DPP9	19p13.3	Hatipoglu immunodeficiency syndrome	AR
SUCCESS	DPYD	1p21.3	5-fluorouracil toxicity|Dihydropyrimidine dehydrogenase deficiency	AR|AR
SUCCESS	DPYS	8q22.3	Dihydropyrimidinuria	AR
SUCCESS	DPYSL5	2p23.3	Ritscher-Schinzel syndrome 4	AD
SUCCESS	DRAM2	1p13.3	Cone-rod dystrophy 21	AR
SUCCESS	DRC1	2p23.3	Ciliary dyskinesia, primary, 21|Spermatogenic failure 80	AR|AR
ERROR	DRD2			
SUCCESS	DRD3	3q13.31	{Essential tremor, hereditary, 1}|{Schizophrenia, susceptibility to}	AD|AD
SUCCESS	DRD4	11p15.5	{Attention deficit-hyperactivity disorder}|Autonomic nervous system dysfunction	AD|.
SUCCESS	DRD5	4p16.1	{Attention deficit-hyperactivity disorder, susceptibility to}|{Blepharospasm, primary benign}	AD|AD
SUCCESS	DRG1	22q12.2	Tan-Almurshedi syndrome	AR
SUCCESS	DSC2	18q12.1	Arrhythmogenic right ventricular dysplasia 11|Arrhythmogenic right ventricular dysplasia 11 with mild palmoplantar keratoderma and woolly hair	AD, AR|AD, AR
SUCCESS	DSC3	18q12.1	Hypotrichosis and recurrent skin vesicles	AR
SUCCESS	DSE	6q22.1	Ehlers-Danlos syndrome, musculocontractural type 2	AR
SUCCESS	DSG1	18q12.1	Erythroderma, congenital, with palmoplantar keratoderma, hypotrichosis, and hyper IgE|Keratosis palmoplantaris striata I, AD	AR|AD
SUCCESS	DSG2	18q12.1	Arrhythmogenic right ventricular dysplasia 10|Cardiomyopathy, dilated, 1BB	AD|AR
SUCCESS	DSG4	18q12.1	Hypotrichosis 6	AR
SUCCESS	DSP	6p24.3	Arrhythmogenic right ventricular dysplasia 8|Cardiomyopathy, dilated, with woolly hair and keratoderma|Dilated cardiomyopathy with woolly hair, keratoderma, and tooth agenesis|Epidermolysis bullosa, lethal acantholytic|Keratosis palmoplantaris striata II	AD|AR|AD|AR|AD
SUCCESS	DSPP	4q22.1	Deafness, autosomal dominant 39, with dentinogenesis|Dentin dysplasia, type II|Dentinogenesis imperfecta, Shields type II|Dentinogenesis imperfecta, Shields type III	AD|AD|AD|AD
SUCCESS	DST	6p12.1	Epidermolysis bullosa simplex 3, localized or generalized intermediate, with bp230 deficiency|Neuropathy, hereditary sensory and autonomic, type VI	AR|AR
SUCCESS	DSTYK	1q32.1	Congenital anomalies of kidney and urinary tract 1|Spastic paraplegia 23, autosomal recessive	AD|AR
SUCCESS	DTNA	18q12.1	Left ventricular noncompaction 1, with or without congenital heart defects|Myopathy with myalgia, increased serum creatine kinase, and with or without episodic rhabdomyolysis 2	AD|AD
SUCCESS	DTNBP1	6p22.3	Hermansky-Pudlak syndrome 7	AR
SUCCESS	DTYMK	2q37.3	Neurodegeneration, childhood-onset, with progressive microcephaly	AR
SUCCESS	DUOX2	15q21.1	Thyroid dyshormonogenesis 6	AR
SUCCESS	DUOXA2	15q21.1	Thyroid dyshormonogenesis 5	AR
SUCCESS	DUSP6	12q21.33	Hypogonadotropic hypogonadism 19 with or without anosmia	AD
SUCCESS	DUT	15q21.1	Bone marrow failure and diabetes mellitus syndrome	AR
SUCCESS	DVL1	1p36.33	Robinow syndrome, autosomal dominant 2	AD
SUCCESS	DVL3	3q27.1	Robinow syndrome, autosomal dominant 3	AD
ERROR	DXO			
SUCCESS	DYM	18q21.1	Dyggve-Melchior-Clausen disease|Smith-McCort dysplasia	AR|AR
SUCCESS	DYNC1H1	14q32.31	Charcot-Marie-Tooth disease, axonal, type 2O|Cortical dysplasia, complex, with other brain malformations 13|Spinal muscular atrophy, lower extremity-predominant 1, AD	AD|AD|AD
SUCCESS	DYNC1I2	2q31.1	Neurodevelopmental disorder with microcephaly and structural brain anomalies	AR
SUCCESS	DYNC2H1	11q22.3	Short-rib thoracic dysplasia 3 with or without polydactyly	AR, DR
SUCCESS	DYNC2I1	7q36.3	Short-rib thoracic dysplasia 8 with or without polydactyly	AR
SUCCESS	DYNC2I2	9q34.11	Short-rib thoracic dysplasia 11 with or without polydactyly	AR
SUCCESS	DYNC2LI1	2p21	Short-rib thoracic dysplasia 15 with polydactyly	AR
SUCCESS	DYNLT2B	3q29	Short-rib thoracic dysplasia 17 with or without polydactyly	AR
SUCCESS	DYRK1A	21q22.13	Intellectual developmental disorder, autosomal dominant 7	AD
SUCCESS	DYRK1B	19q13.2	Abdominal obesity-metabolic syndrome 3	AD
SUCCESS	DYSF	2p13.2	Miyoshi muscular dystrophy 1|Muscular dystrophy, limb-girdle, autosomal recessive 2|Myopathy, distal, with anterior tibial onset	AR|AR|AR
SUCCESS	DZIP1	13q32.1	?Mitral valve prolapse 3|Spermatogenic failure 47	AD|AR
SUCCESS	DZIP1L	3q22.3	Polycystic kidney disease 5	AR
ERROR	E2F1			
ERROR	EAF1			
SUCCESS	EARS2	16p12.2	Combined oxidative phosphorylation deficiency 12	AR
SUCCESS	EBF3	10q26.3	Hypotonia, ataxia, and delayed development syndrome	AD
ERROR	ECD			
SUCCESS	ECE1	1p36.12	?Hirschsprung disease, cardiac defects, and autonomic dysfunction|{Hypertension, essential, susceptibility to}	AD|Mu
SUCCESS	ECEL1	2q37.1	Arthrogryposis, distal, type 5D	AR
SUCCESS	ECHS1	10q26.3	Mitochondrial short-chain enoyl-CoA hydratase 1 deficiency	AR
SUCCESS	ECM1	1q21.2	Urbach-Wiethe disease	AR
SUCCESS	EDA	Xq13.1	Ectodermal dysplasia 1, hypohidrotic, X-linked|Tooth agenesis, selective, X-linked 1	XLR|XLD
ERROR	EDA2R			
SUCCESS	EDAR	2q13	[Hair morphology 1, hair thickness]|Ectodermal dysplasia 10A, hypohidrotic/hair/nail type, autosomal dominant|Ectodermal dysplasia 10B, hypohidrotic/hair/tooth type, autosomal recessive	.|AD|AR
SUCCESS	EDARADD	1q42.3-q43	Ectodermal dysplasia 11A, hypohidrotic/hair/tooth type, autosomal dominant|Ectodermal dysplasia 11B, hypohidrotic/hair/tooth type, autosomal recessive	AD|AR
SUCCESS	EDC3	15q24.1	?Intellectual developmental disorder, autosomal recessive 50	AR
SUCCESS	EDEM3	1q25.3	Congenital disorder of glycosylation, type IIv	AR
SUCCESS	EDN1	6p24.1	Auriculocondylar syndrome 3|Question mark ears, isolated	AR|AD
SUCCESS	EDN3	20q13.32	{Hirschsprung disease, susceptibility to, 4}|Waardenburg syndrome, type 4B	AD|AD, AR
SUCCESS	EDNRA	4q31.22-q31.23	{Migraine, resistance to}|Mandibulofacial dysostosis with alopecia	AD|AD
SUCCESS	EDNRB	13q22.3	?ABCD syndrome|{Hirschsprung disease, susceptibility to, 2}|Waardenburg syndrome, type 4A	AR|AD|AD, AR
SUCCESS	EED	11q14.2	Cohen-Gibson syndrome	AD
SUCCESS	EEF1A2	20q13.33	Developmental and epileptic encephalopathy 33|Intellectual developmental disorder, autosomal dominant 38	AD|AD
SUCCESS	EEF2	19p13.3	?Spinocerebellar ataxia 26	AD
SUCCESS	EFEMP1	2p16.1	Cutis laxa, autosomal recessive, type ID|Doyne honeycomb degeneration of retina|Glaucoma 1, open angle, H	AR|AD|AD
SUCCESS	EFEMP2	11q13.1	Cutis laxa, autosomal recessive, type IB	AR
SUCCESS	EFHC1	6p12.2	{Epilepsy, juvenile absence, susceptibility to, 1}|{Myoclonic epilepsy, juvenile, susceptibility to, 1}	AD|AD
SUCCESS	EFL1	15q25.2	Shwachman-Diamond syndrome 2	AR
ERROR	EFNA1			
SUCCESS	EFNB1	Xq13.1	Craniofrontonasal dysplasia	XLD
SUCCESS	EFTUD2	17q21.31	Mandibulofacial dysostosis, Guion-Almeida type	AD
SUCCESS	EGF	4q25	?Hypomagnesemia 4, renal	AR
SUCCESS	EGFR	7p11.2	{Nonsmall cell lung cancer, susceptibility to}|Adenocarcinoma of lung, response to tyrosine kinase inhibitor in|Neonatal nephrocutaneous inflammatory syndrome|Nonsmall cell lung cancer, response to tyrosine kinase inhibitor in	AD, SMu|AD, SMu|AR|AD, SMu
SUCCESS	EGR2	10q21.3	Charcot-Marie-Tooth disease, type 1D|Dejerine-Sottas disease|Hypomyelinating neuropathy, congenital, 1	AD|AD, AR|AD, AR
SUCCESS	EHHADH	3q27.2	?Fanconi renotubular syndrome 3	AD
SUCCESS	EHMT1	9q34.3	Kleefstra syndrome 1	AD
SUCCESS	EIF2AK1	7p22.1	?Leukoencephalopathy, motor delay, spasticity, and dysarthria syndrome	AD
SUCCESS	EIF2AK2	2p22.2	Dystonia 33|Leukoencephalopathy, developmental delay, and episodic neurologic regression syndrome	AD, AR|AD
SUCCESS	EIF2AK3	2p11.2	Wolcott-Rallison syndrome	AR
SUCCESS	EIF2AK4	15q15.1	Pulmonary venoocclusive disease 2	AR
SUCCESS	EIF2B1	12q24.31	Leukoencephalopathy with vanishing white matter 1, with or without ovarian failure	AR
SUCCESS	EIF2B2	14q24.3	Leukoencephalopathy with vanishing white matter 2, with or without ovarian failure	AR
SUCCESS	EIF2B3	1p34.1	Leukoencephalopathy with vanishing white matter 3, with or without ovarian failure	AR
SUCCESS	EIF2B4	2p23.3	Leukoencephalopathy with vanishing white matter 4, with or without ovarian failure	AR
SUCCESS	EIF2B5	3q27.1	Leukoencephalopathy with vanishing white matter 5, with or without ovarian failure	AR
SUCCESS	EIF2S3	Xp22.11	MEHMO syndrome	XLR
SUCCESS	EIF3F	11p15.4	Intellectual developmental disorder, autosomal recessive 67	AR
SUCCESS	EIF4A3	17q25.3	Robin sequence with cleft mandible and limb anomalies	AR
SUCCESS	EIF4G1	3q27.1	{Parkinson disease 18}	AD
ERROR	EIF4H			
SUCCESS	EIF5A	17p13.1	Faundes-Banka syndrome	AD
SUCCESS	ELAC2	17p12	{Prostate cancer, hereditary, 2, susceptibility to}|Combined oxidative phosphorylation deficiency 17	.|AR
SUCCESS	ELANE	19p13.3	Neutropenia, cyclic|Neutropenia, severe congenital 1, autosomal dominant	AD|AD
SUCCESS	ELF4	Xq26.1	Autoinflammatory syndrome, familial, X-linked, Behcet-like 2	XLR
SUCCESS	ELMO2	20q13.12	Vascular malformation, primary intraosseous	AR
SUCCESS	ELMOD3	2p11.2	?Deafness, autosomal dominant 81|?Deafness, autosomal recessive 88	AD|AR
SUCCESS	ELN	7q11.23	Cutis laxa, autosomal dominant|Supravalvar aortic stenosis	AD|AD
SUCCESS	ELOVL1	1p34.2	Ichthyotic keratoderma, spasticity, hypomyelination, and dysmorphic facies	AD, AR
SUCCESS	ELOVL4	6q14.1	Ichthyosis, spastic quadriplegia, and impaired intellectual development|Spinocerebellar ataxia 34|Stargardt disease 3	AR|AD|AD
SUCCESS	ELOVL5	6p12.1	Spinocerebellar ataxia 38	AD
SUCCESS	ELP1	9q31.3	{Medulloblastoma}|Dysautonomia, familial	AD, AR, SMu|AR
SUCCESS	ELP2	18q12.2	Intellectual developmental disorder, autosomal recessive 58	AR
SUCCESS	ELP4	11p13	?Aniridia 2	AD
SUCCESS	EMC1	1p36.13	Cerebellar atrophy, visual impairment, and psychomotor retardation	AR
SUCCESS	EMC10	19q13.33	Neurodevelopmental disorder with dysmorphic facies and variable seizures	AR
SUCCESS	EMD	Xq28	Emery-Dreifuss muscular dystrophy 1, X-linked	XLR
SUCCESS	EMG1	12p13.31	Bowen-Conradi syndrome	AR
SUCCESS	EMILIN1	2p23.3	Arterial tortuosity-bone fragility syndrome|Neuronopathy, distal hereditary motor, autosomal dominant 10	AR|AD
SUCCESS	EML1	14q32.2	Band heterotopia	AR
SUCCESS	EMP2	16p13.13	Nephrotic syndrome, type 10	AR
SUCCESS	EMX2	10q26.11	Schizencephaly	.
SUCCESS	ENG	9q34.11	Telangiectasia, hereditary hemorrhagic, type 1	AD
SUCCESS	ENPP1	6q23.2	{Diabetes mellitus, non-insulin-dependent, susceptibility to}|{Obesity, susceptibility to}|Arterial calcification, generalized, of infancy, 1|Cole disease|Hypophosphatemic rickets, autosomal recessive, 2	AD|AD, AR, Mu|AR|AD|AR
SUCCESS	ENTPD1	10q24.1	Spastic paraplegia 64, autosomal recessive	AR
SUCCESS	EOGT	3p14.1	Adams-Oliver syndrome 4	AR
ERROR	EOMES			
SUCCESS	EP300	22q13.2	Colorectal cancer, somatic|Menke-Hennekam syndrome 2|Rubinstein-Taybi syndrome 2	.|AD|AD
SUCCESS	EPAS1	2p21	Erythrocytosis, familial, 4	AD
SUCCESS	EPB41	1p35.3	Elliptocytosis-1	AD, AR
SUCCESS	EPB41L1	20q11.23	?Intellectual developmental disorder, autosomal dominant 11	AD
SUCCESS	EPB42	15q15.2	Spherocytosis, type 5	.
SUCCESS	EPCAM	2p21	Diarrhea 5, with tufting enteropathy, congenital|Lynch syndrome 8	AR|AD
SUCCESS	EPG5	18q12.3-q21.1	Vici syndrome	AR
SUCCESS	EPHA2	1p36.13	Cataract 6, multiple types	AD
ERROR	EPHA4			
SUCCESS	EPHB4	7q22.1	Capillary malformation-arteriovenous malformation 2|Lymphatic malformation 7	AD|AD
SUCCESS	EPHX2	8p21.2-p21.1	{Hypercholesterolemia, familial, due to LDLR defect, modifier of}	AD, AR
SUCCESS	EPM2A	6q24.3	Myoclonic epilepsy of Lafora 1	AR
SUCCESS	EPO	7q22.1	?Diamond-Blackfan anemia-like|{Microvascular complications of diabetes 2}|Erythrocytosis, familial, 5	AR|.|AD
SUCCESS	EPOR	19p13.2	[Erythrocytosis, familial, 1]	AD
SUCCESS	EPRS1	1q41	Leukodystrophy, hypomyelinating, 15	AR
ERROR	EPS15L1			
SUCCESS	EPS8	12p12.3	?Deafness, autosomal recessive 102	AR
SUCCESS	EPS8L2	11p15.5	Deafness autosomal recessive 106	AR
SUCCESS	EPS8L3	1p13.3	?Hypotrichosis 5	AD
SUCCESS	ERAL1	17q11.2	Perrault syndrome 6	AR
ERROR	ERAP1			
SUCCESS	ERBB2	17q12	?Visceral neuropathy, familial, 2, autosomal recessive|Adenocarcinoma of lung, somatic|Gastric cancer, somatic|Glioblastoma, somatic|Ovarian cancer, somatic	AR|.|.|.|.
SUCCESS	ERBB3	12q13.2	?Lethal congenital contractural syndrome 2|{?Erythroleukemia, familial, susceptibility to}|Visceral neuropathy, familial, 1, autosomal recessive	AR|AD|AR
SUCCESS	ERBB4	2q34	Amyotrophic lateral sclerosis 19	AD
SUCCESS	ERCC1	19q13.32	Cerebrooculofacioskeletal syndrome 4	AR
SUCCESS	ERCC2	19q13.32	?Cerebrooculofacioskeletal syndrome 2|Trichothiodystrophy 1, photosensitive|Xeroderma pigmentosum, group D	AR|AR|AR
SUCCESS	ERCC3	2q14.3	Trichothiodystrophy 2, photosensitive|Xeroderma pigmentosum, group B	AR|AR
SUCCESS	ERCC4	16p13.12	Fanconi anemia, complementation group Q|Xeroderma pigmentosum, group F|Xeroderma pigmentosum, type F/Cockayne syndrome|XFE progeroid syndrome	AR|AR|AR|AR
SUCCESS	ERCC5	13q33.1	Cerebrooculofacioskeletal syndrome 3|Xeroderma pigmentosum, group G|Xeroderma pigmentosum, group G/Cockayne syndrome	AR|AR|AR
SUCCESS	ERCC6	10q11.23	?De Sanctis-Cacchione syndrome|{Lung cancer, susceptibility to}|{Macular degeneration, age-related, susceptibility to, 5}|Cerebrooculofacioskeletal syndrome 1|Cockayne syndrome, type B|Premature ovarian failure 11|UV-sensitive syndrome 1	AR|AD, SMu|.|AR|AR|AD|AR
SUCCESS	ERCC6L2	9q22.32	Bone marrow failure syndrome 2	AR
SUCCESS	ERCC8	5q12.1	Cockayne syndrome, type A|UV-sensitive syndrome 2	AR|AR
SUCCESS	ERF	19q13.2	Chitayat syndrome|Craniosynostosis 4	AD|AD
SUCCESS	ERGIC1	5q35.1	?Arthrogryposis multiplex congenita 2, neurogenic type	AR
SUCCESS	ERLIN1	10q24.31	Spastic paraplegia 62, autosomal recessive	AR
SUCCESS	ERLIN2	8p11.23	Spastic paraplegia 18A, autosomal dominant|Spastic paraplegia 18B, autosomal recessive	AD|AR
SUCCESS	ERMARD	6q27	?Periventricular nodular heterotopia 6	AD
SUCCESS	ESCO2	8p21.1	Juberg-Hayward syndrome|Roberts-SC phocomelia syndrome	AR|AR
SUCCESS	ESPN	1p36.31	?Usher syndrome, type 1M|Deafness, autosomal recessive 36|Deafness, neurosensory, without vestibular involvement, autosomal dominant	AR|AR|AR
SUCCESS	ESR1	6q25.1-q25.2	{Migraine, susceptibility to}|{Myocardial infarction, susceptibility to}|Breast cancer, somatic|Estrogen resistance	AD|.|.|AR
SUCCESS	ESR2	14q23.2-q23.3	?Ovarian dysgenesis 8	AD
SUCCESS	ESRP1	8q22.1	?Deafness, autosomal recessive 109	AR
SUCCESS	ESRRB	14q24.3	Deafness, autosomal recessive 35	AR
ERROR	ESS2			
SUCCESS	ETFA	15q24.2-q24.3	Glutaric acidemia IIA	AR
SUCCESS	ETFB	19q13.41	Glutaric acidemia IIB	AR
SUCCESS	ETFDH	4q32.1	Glutaric acidemia IIC	AR
SUCCESS	ETHE1	19q13.31	Ethylmalonic encephalopathy	AR
SUCCESS	ETV6	12p13.2	Leukemia, acute myeloid, somatic|Thrombocytopenia 5	.|AD
SUCCESS	EVC	4p16.2	?Weyers acrofacial dysostosis|Ellis-van Creveld syndrome	AD|AR
SUCCESS	EVC2	4p16.2	Ellis-van Creveld syndrome|Weyers acrofacial dysostosis	AR|AD
SUCCESS	EWSR1	22q12.2	Ewing sarcoma|Neuroepithelioma	.|.
ERROR	EXOC1			
SUCCESS	EXOC2	6p25.3	Neurodevelopmental disorder with dysmorphic facies and cerebellar hypoplasia	AR
SUCCESS	EXOC6B	2p13.2	Spondyloepimetaphyseal dysplasia with joint laxity, type 3	AR
SUCCESS	EXOC7	17q25.1	Neurodevelopmental disorder with seizures and brain atrophy	AR
SUCCESS	EXOSC1	10q24.1	?Pontocerebellar hypoplasia, type 1F	AR
SUCCESS	EXOSC2	9q34.12	Short stature, hearing loss, retinitis pigmentosa, and distinctive facies	AR
SUCCESS	EXOSC3	9p13.2	Pontocerebellar hypoplasia, type 1B	AR
SUCCESS	EXOSC5	19q13.2	Cerebellar ataxia, brain abnormalities, and cardiac conduction defects	AR
SUCCESS	EXOSC8	13q13.3	Pontocerebellar hypoplasia, type 1C	AR
SUCCESS	EXOSC9	4q27	Pontocerebellar hypoplasia, type 1D	AR
SUCCESS	EXPH5	11q22.3	Epidermolysis bullosa simplex 4, localized or generalized intermediate, autosomal recessive	AR
SUCCESS	EXT1	8q24.11	Chondrosarcoma|Exostoses, multiple, type 1	SMu|AD
SUCCESS	EXT2	11p11.2	Exostoses, multiple, type 2|Seizures, scoliosis, and macrocephaly syndrome	AD|AR
SUCCESS	EXTL3	8p21.1	Immunoskeletal dysplasia with neurodevelopmental abnormalities	AR
SUCCESS	EYA1	8q13.3	?Otofaciocervical syndrome|Anterior segment anomalies with or without cataract|Branchiootic syndrome 1|Branchiootorenal syndrome 1, with or without cataracts	AD|AD|AD|AD
